Name,Sponsors,University,Sport,PageNumber
Tyler Poindexter,Barstool Sports,Prairie View A&M University,Basketball,185
Kalissa Lacy,Barstool Sports,Eastern Kentucky University,Basketball,185
Sania Mccoy,Barstool Sports,East Carolina University,Volleyball,185
Krista Blakely,Barstool Sports,Eastern Michigan University,Volleyball,185
Ron Robinson,Barstool Sports,Monmouth University,Golf,185
Warren Miller,Barstool Sports,University of Texas at Austin,Cross Country,185
Samantha Gioiosa,Barstool Sports,University of New Orleans,Volleyball,185
David Pedanou,Barstool Sports,University of Dayton,Baseball,185
Nick Hunter,Barstool Sports,Michigan State University,Football,185
Joseph Shelton,Barstool Sports,University of Wisconsin-Madison,Skiing,185
McKenna Cinotte,Barstool Sports,Ball State University,Track and Field,185
Luke Barnes,Barstool Sports,Alabama State University,Football,185
Cade Klimczak,Barstool Sports,Central Michigan University,Football,185
Alli Bateman,Barstool Sports,University of Oregon,Lacrosse,185
Casey Clanton,Barstool Sports,Ohio University,Football,185
Kainalu Estrella,Barstool Sports,Utah Valley University,Wrestling,185
Jacob Tate,Barstool Sports,Ohio University,Baseball,185
Megan Stoback,Barstool Sports,St. Bonaventure University,Soccer,185
Keaton Kluever,Barstool Sports,University of Minnesota,Wrestling,185
Moses Moran,Barstool Sports,Canisius College,Lacrosse,186
Janelle Brown,Barstool Sports,Fairfield University,Basketball,186
Naman Alemada,Barstool Sports,Long Island University,Football,186
Liam Sullivan,Barstool Sports,University of Georgia,Baseball,186
Chase Millar,Barstool Sports,Fairfield University,Golf,186
David Tarallo,Barstool Sports,Rutgers University,Football,186
Gabe Puthoff,Barstool Sports,Auburn University,Wheelchair Basketball,186
Caleb Philips,Barstool Sports,University of Hawaii at Manoa,Football,186
Tristan Wheeler,Barstool Sports,University of Richmond,Football,186
Toby Spach,Barstool Sports,University of Southern California,Baseball,186
Joseph Kalaskey,Barstool Sports,Marshall University,Golf,186
Haakon Van Beynen,Barstool Sports,Miami University,Football,186
Bailey Warren,Barstool Sports,Winthrop University,Softball,186
Erin Stevenson,Barstool Sports,"University of Maryland, Baltimore County",Soccer,186
Stone Dixon,Barstool Sports,Valparaiso University,Football,186
Tory Penick,Barstool Sports,Missouri State University,Beach Volleyball,186
Rachel Willey,Barstool Sports,Drexel University,Rowing,186
Nikolette Nolte,Barstool Sports,Pennsylvania State University,Swimming and Diving,186
Gannon Brady,Barstool Sports,Fordham University,Baseball,186
Justin Hackman,Barstool Sports,University of St. Thomas (Minnesota),Lacrosse,186
Pete Fiorini,Barstool Sports,Syracuse University,Lacrosse,187
Morgan Williams,Barstool Sports,Hampton University,Track and Field,187
Morgan Fritscher,Barstool Sports,St. John's University,Track and Field,187
Daniel Sparks,Barstool Sports,University of Minnesota,Football,187
Taylor Morgan,Barstool Sports,Florida Atlantic University,Golf,187
Matt Tempone,Barstool Sports,University of Rhode Island,Baseball,187
Mason Patel,Barstool Sports,Georgia State University,Baseball,187
Raegan Philips,Barstool Sports,Belmont University,Volleyball,187
Alexa Brown,Barstool Sports,Fairfield University,Golf,187
C.J. Takatch,Barstool Sports,St. Bonaventure University,Soccer,187
Luke Stum,Barstool Sports,University of Tennessee,Football,187
Gerard Sweeney,Barstool Sports,Lehigh University,Baseball,187
Jacob Koeppel,Barstool Sports,University of Rochester,Squash,187
Brock Winter,Barstool Sports,North Dakota State University,Golf,187
Maddy Burt,Barstool Sports,University of Arizona,Swimming and Diving,187
Chance Newman,Barstool Sports,Jacksonville State University,Football,187
Palmer Randall,Barstool Sports,Indiana University,Water Polo,187
Matt Klenk,Barstool Sports,Columbia University,Football,187
Lexi LeFebre,Barstool Sports,Merrimack College,Softball,187
George Korompilas,Barstool Sports,Bradley University,Baseball,187
Louis Sala,Barstool Sports,Michigan State University,Soccer,188
Brooks McKeller,Barstool Sports,Ohio University,Golf,188
DJ Principe,Barstool Sports,Stanford University,Cross Country,188
Dante Sheriff,Barstool Sports,Mercyhurst University,Ice Hockey,188
Brooklyn Blake,Barstool Sports,"University of Nevada, Reno",Soccer,188
Dom Boccia,Barstool Sports,Manhattan College,Cross Country,188
Cassie Romanczuk,Barstool Sports,Temple University,Field Hockey,188
Matt Kleiman,Barstool Sports,Lehigh University,Tennis,188
Kyle Soberano,Barstool Sports,Illinois State University,Baseball,188
Lauryn Mick,Barstool Sports,Indiana University,Cross Country,188
McKenzee Wagener,Barstool Sports,Morehead State University,Volleyball,188
Stefanie Kulesza,Barstool Sports,University of Massachusetts Amherst,Basketball,188
Austin Wallace,Barstool Sports,University of South Dakota,Football,188
Nolan Matthews,Barstool Sports,Southern Methodist University,Football,188
Matthew Petitto,Barstool Sports,University of Massachusetts Amherst,Lacrosse,188
Jake Stone,Barstool Sports,"University of California, Berkeley",Water Polo,188
John Hoffman,Barstool Sports,Providence College,Lacrosse,188
Eli Thomas,Barstool Sports,"Minnesota State University, Mankato",Football,188
Mattie Interian,Barstool Sports,University of Notre Dame,Soccer,188
Sophie Cain,Barstool Sports,Appalachian State University,Volleyball,188
Will Warren,Barstool Sports,Southeastern Louisiana University,Baseball,189
Sean Vaghedi,Barstool Sports,George Washington University,Soccer,189
Jay Bant,Barstool Sports,Monmouth University,Baseball,189
Hunter Antillon,Barstool Sports,New Mexico State University,Baseball,189
Pierce Vickery,Barstool Sports,Mercer University,Football,189
AodhÃ¡n O'Hara,Barstool Sports,"California State University, Bakersfield",Soccer,189
Owen Guglielmino,Barstool Sports,University of Connecticut,Soccer,189
Bryce Braxton,Barstool Sports,Florida Atlantic University,Baseball,189
Madison Hatcher,Barstool Sports,Bucknell University,Field Hockey,189
Otto Kemp,Barstool Sports,Point Loma Nazarene University,Baseball,189
Karsten Fields,Barstool Sports,Southern Methodist University,Swimming and Diving,189
Troy Holland,Barstool Sports,Sacred Heart University,Football,189
Alexa Hatz,Barstool Sports,University of Detroit Mercy,Golf,189
Matt Howat,Barstool Sports,College of William & Mary,Baseball,189
Liam Rocha,Barstool Sports,California Baptist University,Baseball,189
Sean Cosgrove,Barstool Sports,Wofford College,Cross Country,189
Dimitri Georgiadis,Barstool Sports,Virginia Tech,Football,189
Carolina Stocchi,Barstool Sports,George Washington University,Swimming and Diving,189
Mathew Ivancich,Barstool Sports,Dixie State University,Baseball,189
Austin Allen,Barstool Sports,University of Nebraska-Lincoln,Football,189
Garrett Meyer,Barstool Sports,University of Nebraska at Kearney,Football,190
Alexa Bertsch,Barstool Sports,Wofford College,Volleyball,190
Lexi Petraitis,Barstool Sports,Le Moyne College,Volleyball,190
John Hayes,Barstool Sports,California Baptist University,Golf,190
Breckyn Monteith,Barstool Sports,Baylor University,Soccer,190
Madison Rabideau,Barstool Sports,Louisiana Tech University,Soccer,190
Russell Hyman,Barstool Sports,Stephen F. Austin State University,Basketball,190
David Son,Barstool Sports,Iona College,Swimming and Diving,190
Peyton Sper,Barstool Sports,California Polytechnic State University,Beach Volleyball,190
Brett Wildman,Barstool Sports,Pennsylvania State University,Volleyball,190
Rosie Devine,Barstool Sports,University of Louisville,Rowing,190
Hunter Jaynes,Barstool Sports,University of Alabama,Swimming and Diving,190
Jack Sutton,Barstool Sports,Lehigh University,Football,190
Caden Wells,Barstool Sports,University of Memphis,Soccer,190
Hannah Crist,Barstool Sports,University of New Hampshire,Volleyball,190
Alexander Andersen,Barstool Sports,Saint Joseph's College of Maine,Ice Hockey,190
Kenzie Dilworth,Barstool Sports,University of Arizona,Track and Field,190
Donovan Todorov,Barstool Sports,"University of California, Santa Barbara",Volleyball,190
Margot Doraz,Barstool Sports,Central Connecticut State University,Lacrosse,190
Julia Gregg,Barstool Sports,University of Arkansas,Golf,190
John Costanza,Barstool Sports,University of Maine,Football,191
Caroline Miller,Barstool Sports,Bucknell University,Lacrosse,191
Caleb Nelson,Barstool Sports,California Polytechnic State University,Basketball,191
Rose Caverly,Barstool Sports,Quinnipiac University,Basketball,191
Sam Schuyler,Barstool Sports,Iowa State University,Wrestling,191
Kennedee Tracy,Barstool Sports,Idaho State University,Volleyball,191
Luke Brenner,Barstool Sports,University of Dayton,Football,191
Luke Lacilento,Barstool Sports,North Dakota State University,Football,191
Walker Stearns,Barstool Sports,University of Mississippi,Tennis,191
Maddy Neundorfer,Barstool Sports,Duquesne University,Soccer,191
Henry Graham,Barstool Sports,University of Massachusetts Amherst,Ice Hockey,191
Samantha Stanko,Barstool Sports,Presbyterian College,Volleyball,191
Reed Greco,Barstool Sports,Robert Morris University,Lacrosse,191
Aidan Cadogan,Barstool Sports,University of New Hampshire,Football,191
Sabina Grigorian,Barstool Sports,Villanova University,Tennis,191
Ben Jackson,Barstool Sports,Miami University,Football,191
Blake Collins,Barstool Sports,The Ohio State University,Soccer,191
Kevin Crane,Barstool Sports,Bucknell University,Swimming and Diving,191
Lana Calibuso-Kwee,Barstool Sports,Texas A&M University,Golf,191
Braydon Bush,Barstool Sports,University of Rochester,Football,191
Alyssa Popelka,Barstool Sports,University of Texas at Austin,Softball,192
Jordan Moore,Barstool Sports,Samford University,Softball,192
Parker Gonser,Barstool Sports,Chadron State College,Track and Field,192
Ben Schorr,Barstool Sports,Auburn University,Baseball,192
Gabe Sotres,Barstool Sports,Michigan State University,Baseball,192
Toni Lamond,Barstool Sports,High Point University,Track and Field,192
Brayden Roy,Barstool Sports,Bryant University,Golf,192
Jordyn Graime,Barstool Sports,University of Massachusetts Amherst,Softball,192
Greg Williams,Barstool Sports,Clemson University,Football,192
Craig Yoho,Barstool Sports,Indiana University,Baseball,192
Erik Catus,Barstool Sports,Bradley University,Soccer,192
Ethan Bosacker,Barstool Sports,Xavier University,Baseball,192
Connor O'Neill,Barstool Sports,Rutgers University,Wrestling,192
Evan Rouleau,Barstool Sports,University of Vermont,Soccer,192
Cal Finley,Barstool Sports,Clemson University,Cross Country,192
Erin Curl,Barstool Sports,Loyola Marymount University,Volleyball,192
Micheline DiNardo,Barstool Sports,Georgetown University,Lacrosse,192
Natalie Heath,Barstool Sports,University of South Carolina,Softball,192
Patrick Sheehan,Barstool Sports,Pennsylvania State University,Golf,192
Reese Sexton,Barstool Sports,Eastern Kentucky University,Golf,192
Jackson Smith,Barstool Sports,Kansas State University,Football,193
Matthew Stefanski Jr.,Barstool Sports,University of Arizona,Football,193
Connor Humiston,Barstool Sports,Georgetown University,Lacrosse,193
Gabriel Busato,Barstool Sports,Monmouth University,Tennis,193
DeAndre Rhodes,Barstool Sports,Indiana State University,Football,193
Cam Lexow,Barstool Sports,University of Virginia,Soccer,193
Sam Landess,Barstool Sports,James Madison University,Baseball,193
Riley Patro,Barstool Sports,Fairfield University,Field Hockey,193
Ivie Skube,Barstool Sports,Indiana University,Rowing,193
Micky Phillippi,Barstool Sports,University of Pittsburgh,Wrestling,193
Matt Stencel,Barstool Sports,Central Michigan University,Wrestling,193
Sammi Bugay,Barstool Sports,Marquette University,Soccer,193
Billy Jones,Barstool Sports,University of New Hampshire,Soccer,193
Kate Bellissimo,Barstool Sports,Stanford University,Lacrosse,193
Nick Johnson,Barstool Sports,Colgate University,Track and Field,193
Jared Hodell,Barstool Sports,Bucknell University,Lacrosse,193
Ben Armentrout,Barstool Sports,Duke University,Cross Country,193
Jake Springfield,Barstool Sports,Oklahoma State University-Stillwater,Football,193
Chase Allen,Barstool Sports,University of Alabama,Football,193
Jacob Nicholson,Barstool Sports,University of Missouri,Cross Country,193
Blair Orr,Barstool Sports,University of Pennsylvania,Wrestling,194
Luke Wichmann,Barstool Sports,University of Portland,Cross Country,194
Carolyn Campana,Barstool Sports,Wake Forest University,Tennis,194
Marika Deemer,Barstool Sports,Manhattan College,Softball,194
Mason Landers,Barstool Sports,Belmont University,Baseball,194
Kylie Dobbs,Barstool Sports,University of Missouri,Soccer,194
Amelia Anglin,Barstool Sports,Clemson University,Rowing,194
Emily Crain,Barstool Sports,Kansas State University,Soccer,194
Jacki Harding,Barstool Sports,Saint Joseph's University,Track and Field,194
Kaitlyn Morado,Barstool Sports,University of Texas at San Antonio,Softball,194
Peyton McClinton,Barstool Sports,University of North Carolina at Asheville,Volleyball,194
Brett Wicklund,Barstool Sports,Western Kentucky University,Baseball,194
Austin Rotroff,Barstool Sports,Duquesne University,Basketball,194
Cole Pender,Barstool Sports,"University of California, Los Angeles",Volleyball,194
Taylor Pribyl,Barstool Sports,University of North Dakota,Volleyball,194
Cody Rudy,Barstool Sports,Ball State University,Football,194
Alexander Galbraith,Barstool Sports,University of South Carolina,Track and Field,194
Michael Brennan,Barstool Sports,Wake Forest University,Golf,194
Steve Harrington,Barstool Sports,Hofstra University,Baseball,194
Logan Pfannenbecker,Barstool Sports,Manhattan College,Baseball,194
Ben Martino,Barstool Sports,Virginia Tech,Soccer,195
Grace Erickson,Barstool Sports,Providence College,Swimming and Diving,195
Sean Greeley,Barstool Sports,"University of Maryland, College Park",Football,195
Michael Hussey,Barstool Sports,Georgetown University,Football,195
Alec Hughes,Barstool Sports,University of Massachusetts Amherst,Soccer,195
Emily Tidd,Barstool Sports,Utah State University,Softball,195
Lizzy Pirisino,Barstool Sports,James Madison University,Lacrosse,195
John-Michael Mulloy,Barstool Sports,Butler University,Basketball,195
Bryce Barnett,Barstool Sports,Xavier University,Baseball,195
Dylan Judd,Barstool Sports,University of Massachusetts Amherst,Baseball,195
Holley Peluso,Barstool Sports,Florida Atlantic University,Softball,195
Donovan Whibbs,Barstool Sports,Troy University,Baseball,195
Casey Balogh,Barstool Sports,George Mason University,Rowing,195
Cameron Shook,Barstool Sports,Iowa State University,Football,195
Shawn Harvey,Barstool Sports,Yale University,Sailing,195
Barton Lester,Barstool Sports,Auburn University,Football,195
Diego Ochoa,Barstool Sports,Boston College,Soccer,195
Braden Doughty,Barstool Sports,Louisiana State University,Baseball,195
Luke Weber,Barstool Sports,North Dakota State University,Wrestling,195
Gabi Brummett,Barstool Sports,University of Portland,Soccer,195
Emma Schulok,Barstool Sports,Jacksonville University,Rowing,196
Diamond Harrell,Barstool Sports,University of Connecticut,Football,196
Matt Licata,Barstool Sports,Villanova University,Lacrosse,196
Brett Wozniak,Barstool Sports,Kansas State University,Baseball,196
Dom Camera,Barstool Sports,George Washington University,Baseball,196
Cole Birmingham,Barstool Sports,Oklahoma State University-Stillwater,Football,196
Ellie Holt,Barstool Sports,Sacred Heart University,Lacrosse,196
Bryce Meredith,Barstool Sports,University of Memphis,Soccer,196
Connor Stirling,Barstool Sports,Brigham Young University,Swimming and Diving,196
Jenna Oetting,Barstool Sports,Mississippi State University,Track and Field,196
Cammeo Presutti,Barstool Sports,Florida Atlantic University,Softball,196
Matthew Cunningham,Barstool Sports,University of Massachusetts Amherst,Lacrosse,196
Killian Cardinale,Barstool Sports,West Virginia University,Wrestling,196
Nathan Manning,Barstool Sports,"University of California, Berkeley",Baseball,196
Jace Aschbrenner,Barstool Sports,University of Colorado Boulder,Cross Country,196
Ashley York,Barstool Sports,Colorado State University,Softball,196
Davey Schaum-Bartocci,Barstool Sports,University of Rhode Island,Football,196
Greer Pattison,Barstool Sports,University of North Carolina at Chapel Hill,Swimming and Diving,196
Alex Nagy,Barstool Sports,University of Vermont,Soccer,196
Callie Vaudry,Barstool Sports,Youngstown State University,Lacrosse,196
Matt Sloan,Barstool Sports,Fordham University,Soccer,197
Sophia Guagliano,Barstool Sports,Longwood University,Soccer,197
Oliver Brown,Barstool Sports,Boston College,Swimming and Diving,197
Brayden Borutskie,Barstool Sports,Liberty University,Soccer,197
Parker Stoyan,Barstool Sports,Saint Louis University,Baseball,197
Grace Tulevech,Barstool Sports,Lafayette College,Volleyball,197
Trent Turzenski,Barstool Sports,Valparaiso University,Baseball,197
Matthew Whelan,Barstool Sports,Duke University,Swimming and Diving,197
Emma Derry,Barstool Sports,University of Rhode Island,Soccer,197
Meghan Underwood,Barstool Sports,University of Arkansas,Cross Country,197
Will Fowler,Barstool Sports,University of South Florida,Football,197
Florian Blatti,Barstool Sports,George Washington University,Golf,197
Leandra Custodio,Barstool Sports,Jacksonville State University,Track and Field,197
Darby Welsh,Barstool Sports,"University of Maryland, College Park",Lacrosse,197
Gabriella Meringolo,Barstool Sports,Georgetown University,Swimming and Diving,197
Sean Kennedy,Barstool Sports,Long Island University,Lacrosse,197
Sammy Filippi,Barstool Sports,Princeton University,Lacrosse,197
Graham Boyle,Barstool Sports,George Mason University,Swimming and Diving,197
Kelsey Dekshenieks,Barstool Sports,Georgia Institute of Technology,Swimming and Diving,197
Bailey Rouse,Barstool Sports,University of Kentucky,Soccer,197
Danyelle Williams,Barstool Sports,Tulane University,Volleyball,198
Jack White,Barstool Sports,"University of California, Los Angeles",Water Polo,198
Sam Smith,Barstool Sports,Boston College,Soccer,198
Fiona Girardot,Barstool Sports,University of Wisconsin-Madison,Softball,198
Neleah Dunlap,Barstool Sports,California Baptist University,Soccer,198
Bo Calvert,Barstool Sports,"University of California, Los Angeles",Football,198
Kellen Pate,Barstool Sports,Northwestern University,Baseball,198
Andrea Dalatri,Barstool Sports,Old Dominion University,Baseball,198
Jacob Ferry,Barstool Sports,Morehead State University,Baseball,198
Anna Toon,Barstool Sports,University of Montana,Softball,198
Riley Paxson,Barstool Sports,Michigan State University,Softball,198
Carter Boothe,Barstool Sports,Iowa State University,Basketball,198
Will Smart,Barstool Sports,Wake Forest University,Football,198
Beau Keathley,Barstool Sports,University of Cincinnati,Baseball,198
Ronan Folan,Barstool Sports,Brown University,Track and Field,198
Hunter Harrison,Barstool Sports,University of Arkansas,Tennis,198
Austin Peterson,Barstool Sports,University of Connecticut,Baseball,198
Chris Hardie,Barstool Sports,Jacksonville State University,Football,198
Viktor Lindgren,Barstool Sports,Augusta University,Golf,198
Spencer Carl,Barstool Sports,University of Michigan,Swimming and Diving,198
Sam Haney,Barstool Sports,Saint Peter's University,Baseball,199
Claudia Benz,Barstool Sports,University of Delaware,Soccer,199
Karlie Bucci,Barstool Sports,Vanderbilt University,Lacrosse,199
Sam Morgan,Barstool Sports,West Virginia University,Soccer,199
Nathan Babby,Barstool Sports,California Polytechnic State University,Cross Country,199
Aleksa Peev,Barstool Sports,Saint Joseph's University,Soccer,199
Evan Tomlinson,Barstool Sports,California Polytechnic State University,Baseball,199
Michael Stewart,Barstool Sports,James Madison University,Baseball,199
Mya Mancini,Barstool Sports,Rutgers University,Softball,199
Charlotte Tishkoff,Barstool Sports,Western Michigan University,Gymnastics,199
Ian Renninger,Barstool Sports,"University at Albany, SUNY",Football,199
Bryce Arnold,Barstool Sports,Campbell University,Baseball,199
Alec Miseo,Barstool Sports,University of Massachusetts Amherst,Football,199
Clare Levy,Barstool Sports,Stony Brook University,Lacrosse,199
Grady Smith,Barstool Sports,College of the Holy Cross,Football,199
Christian Walsh,Barstool Sports,University of Massachusetts Amherst,Baseball,199
Amber Arreola,Barstool Sports,Idaho State University,Softball,199
Ben Chatwin,Barstool Sports,Miami University,Swimming and Diving,199
Morgan Merritt,Barstool Sports,James Madison University,Field Hockey,199
Sam Canton,Barstool Sports,Gonzaga University,Baseball,199
Gabriel Elias,Barstool Sports,Dixie State University,Wrestling,200
Jake Krieger,Barstool Sports,Mount Saint Mary College,Lacrosse,200
Noah Cook,Barstool Sports,Virginia Military Institute,Baseball,200
Robyn McCarthy,Barstool Sports,"California State University, Fresno",Soccer,200
David Ferguson,Barstool Sports,University of Pittsburgh,Baseball,200
Ayo Adebogun,Barstool Sports,University of Wisconsin-Madison,Football,200
Izzy Liquori,Barstool Sports,University of Massachusetts Lowell,Lacrosse,200
Natalie Hueston,Barstool Sports,"University of California, Berkeley",Soccer,200
Patrick Sammon,Barstool Sports,Arizona State University,Swimming and Diving,200
Zach Fruit,Barstool Sports,Eastern Michigan University,Baseball,200
Carson Knight,Barstool Sports,University of Alabama at Birmingham,Baseball,200
Dylan Crawford,Barstool Sports,University of Virginia,Football,200
Grace Cannon,Barstool Sports,"University of California, San Diego",Volleyball,200
Lexi Carver,Barstool Sports,University of Louisville,Softball,200
Ricky Arias,Barstool Sports,University of Massachusetts Amherst,Track and Field,200
Dylan Tabone,Barstool Sports,Western Illinois University,Football,200
Sean Kalani McClure,Barstool Sports,Arizona State University,Gymnastics,200
DJ Gordon,Barstool Sports,Fordham University,Basketball,200
Alex Fernandes,Barstool Sports,"University of California, Los Angeles",Baseball,200
Jordan Smith,Barstool Sports,Vanderbilt University,Track and Field,200
Victor Vasquez,Barstool Sports,Arizona State University,Gymnastics,201
Derek Soffe,Barstool Sports,University of Utah,Baseball,201
Jason Geary,Barstool Sports,Saint Francis University,Volleyball,201
Tanner Morris,Barstool Sports,James Madison University,Football,201
Krissy Gear,Barstool Sports,University of Arkansas,Cross Country,201
Buba Fofanah,Barstool Sports,University of Portland,Soccer,201
Jorge Depassier,Barstool Sports,University of Florida,Swimming and Diving,201
Declan Savage,Barstool Sports,Yale University,Football,201
Isabel Montoya,Barstool Sports,Pepperdine University,Basketball,201
Sidney Schmidt,Barstool Sports,University of Idaho,Soccer,201
Jordan Phillips,Barstool Sports,University of New Hampshire,Skiing,201
Pat Caulfield,Barstool Sports,"University of California, Los Angeles",Baseball,201
Colby Smith,Barstool Sports,The Ohio State University,Lacrosse,201
Ella Bianco,Barstool Sports,Ohio University,Soccer,201
Lauren Tam,Barstool Sports,Texas A&M University,Volleyball,201
Mitchell Vance,Barstool Sports,Francis Marion University,Golf,201
Sinjun Astani,Barstool Sports,San Jose State University,Football,201
Kyle Rodriguez,Barstool Sports,The Ohio State University,Cheerleading,201
Houston Jennings,Barstool Sports,University of Arkansas,Tennis,201
Jett Murphy,Barstool Sports,Youngstown State University,Track and Field,201
Chad Lindberg,Barstool Sports,University of Georgia,Football,202
Mason Takacs,Barstool Sports,"University of California, Berkeley",Golf,202
Justin Ferraro,Barstool Sports,Michigan State University,Cross Country,202
Alyssa Kellar,Barstool Sports,University of Iowa,Soccer,202
Ty Rybarczyk,Barstool Sports,University of Illinois at Urbana-Champaign,Baseball,202
Cade Fortin,Barstool Sports,University of South Florida,Football,202
Danny Collins,Barstool Sports,Duke University,Track and Field,202
Nathan Gabris,Barstool Sports,Indiana University,Soccer,202
Kali Gose,Barstool Sports,Iowa State University,Softball,202
Mitchell Gorgas,Barstool Sports,"University of Maryland, College Park",Football,202
Michael Gottlieb,Barstool Sports,Boston University,Lacrosse,202
Bryson Najarian,Barstool Sports,Wright State University,Soccer,202
Micah Barnhart,Barstool Sports,Illinois State University,Football,202
Nick Dupuis,Barstool Sports,"University of Maryland, Baltimore County",Lacrosse,202
Ryan Seggerman,Barstool Sports,Princeton University,Tennis,202
Peyton Washington,Barstool Sports,Wake Forest University,Volleyball,202
Jael Johnson,Barstool Sports,Purdue University,Volleyball,202
Michael Shoaf,Barstool Sports,University of Notre Dame,Track and Field,202
Tai Combs,Barstool Sports,University of Arizona,Swimming and Diving,202
Mikey Howe,Barstool Sports,Canisius College,Lacrosse,202
Jake Peppers,Barstool Sports,Jacksonville State University,Baseball,203
Sarah Martinez,Barstool Sports,University of Houston,Volleyball,203
Lalelei Mata'afa,Barstool Sports,University of Hawaii at Manoa,Water Polo,203
Kobe Baynes,Barstool Sports,University of Louisville,Football,203
Sara Anelli,Barstool Sports,Colgate University,Soccer,203
Ben Redding,Barstool Sports,Southern Methodist University,Football,203
Alex Liang,Barstool Sports,Stanford University,Swimming and Diving,203
Tyler Denu,Barstool Sports,University of Evansville,Baseball,203
Seth Broknick,Barstool Sports,Providence College,Swimming and Diving,203
Michal Cukanow,Barstool Sports,"University of Nevada, Las Vegas",Swimming and Diving,203
Michael Ferrara,Barstool Sports,Merrimack College,Lacrosse,203
Macie Majoy,Barstool Sports,Marshall University,Track and Field,203
Demond Fleming,Barstool Sports,University of Mississippi,Track and Field,203
Kennedy Croft,Barstool Sports,Gonzaga University,Volleyball,203
Molly DiLalla,Barstool Sports,University of Hawaii at Manoa,Water Polo,203
Michael Brooks,Barstool Sports,University of Central Florida,Baseball,203
Julia Hoefling,Barstool Sports,Loyola University Chicago,Basketball,203
Ellie Watkins,Barstool Sports,Georgetown University,Volleyball,203
Sophie Robinson,Barstool Sports,Lehigh University,Volleyball,203
Kailuhia Lam,Barstool Sports,University of Washington,Tennis,203
Jacob Alexander,Barstool Sports,Bryant University,Lacrosse,204
Jordan Wells,Barstool Sports,Georgetown University,Soccer,204
Edwin Serrano,Barstool Sports,Virginia Commonwealth University,Baseball,204
Sophia Franco,Barstool Sports,Dartmouth College,Lacrosse,204
Will Pearson,Barstool Sports,University of Georgia,Baseball,204
Mackenzie Tillman,Barstool Sports,Towson University,Field Hockey,204
Connor Wood,Barstool Sports,University of Missouri,Football,204
Kendall Murray,Barstool Sports,University of Michigan,Volleyball,204
Zach Perkins,Barstool Sports,"University of Maryland, College Park",Football,204
Lea Panagiotidis,Barstool Sports,University of Delaware,Soccer,204
Nolan Pierce,Barstool Sports,Morehead State University,Golf,204
Andrew Arce,Barstool Sports,Binghamton University,Lacrosse,204
Brianna Hatzold,Barstool Sports,Rider University,Swimming and Diving,204
Paige Zolciak,Barstool Sports,Eastern Michigan University,Golf,204
Joel Sullivan,Barstool Sports,Texas Southern University,Golf,204
Peter Ripperger,Barstool Sports,University of Delaware,Lacrosse,204
Jack Moroknek,Barstool Sports,Butler University,Baseball,204
Savannah Fitzgerald,Barstool Sports,"California State University, Fresno",Water Polo,204
Jacob Logan,Barstool Sports,Northwestern State University,Football,204
Jackson Skeen,Barstool Sports,Tennessee Technological University,Golf,204
Tylin Broaders,Barstool Sports,Indiana University - Purdue University Indianapolis,Soccer,205
John Bianchi,Barstool Sports,Boston College,Skiing,205
Bryce Kirkwood,Barstool Sports,Providence College,Lacrosse,205
Gianna Rao,Barstool Sports,Pennsylvania State University,Track and Field,205
Ethan Dabbs,Barstool Sports,University of Virginia,Cross Country,205
Akileis Leroy,Barstool Sports,Florida Atlantic University,Football,205
Windham Ellis,Barstool Sports,North Carolina State University,Soccer,205
Geoffrey Brown,Barstool Sports,Indiana State University,Football,205
Josh Jordan,Barstool Sports,Rutgers University,Lacrosse,205
Hank Shapiro,Barstool Sports,Lehigh University,Football,205
Amanda Ayala,Barstool Sports,University of Tennessee,Softball,205
Sophia Carothers,Barstool Sports,"California State University, Long Beach",Soccer,205
Kaleb Lewis,Barstool Sports,Lipscomb University,Track and Field,205
Sameer Gangoli,Barstool Sports,University of Pennsylvania,Tennis,205
Ivy Davis,Barstool Sports,University of Tennessee,Softball,205
Sam Dwinell,Barstool Sports,University of Denver,Lacrosse,205
Will Jenkins,Barstool Sports,Belmont University,Baseball,205
Sophia Culmone,Barstool Sports,Mount St. Mary's University,Lacrosse,205
Blake Ulmer,Barstool Sports,University of Tampa,Lacrosse,205
Joe Heilmann,Barstool Sports,University of North Carolina at Chapel Hill,Wrestling,205
Jack Kerr,Barstool Sports,Clemson University,Lacrosse,206
Tucker Finkelston,Barstool Sports,University of Virginia,Football,206
Coby Tippett,Barstool Sports,University of Rhode Island,Football,206
Tim Cavanaugh,Barstool Sports,Saint Joseph's University,Baseball,206
Ryan Ripplinger,Barstool Sports,North Dakota State University,Wrestling,206
Peyton Mottice,Barstool Sports,University of Cincinnati,Lacrosse,206
Stephanie Hiltpold,Barstool Sports,Saint Joseph's University,Track and Field,206
Ross Dant,Barstool Sports,North Carolina State University,Swimming and Diving,206
Laura Thomas,Barstool Sports,Quinnipiac University,Track and Field,206
Joe Oakes,Barstool Sports,Ohio University,Football,206
Riley Seay,Barstool Sports,Loyola University Maryland,Lacrosse,206
Aditya Singh,Barstool Sports,University of Massachusetts Amherst,Football,206
Gabe Sloat,Barstool Sports,University of Rhode Island,Football,206
Ryan Picollo,Barstool Sports,Saint Joseph's University,Baseball,206
Ethan Olson,Barstool Sports,Creighton University,Golf,206
Caitlin Sardelis,Barstool Sports,University of Maine,Track and Field,206
Evan Zhu,Barstool Sports,"University of California, Los Angeles",Tennis,206
